ID,Name,Email,Phone,SSN,Transaction_Amount
201,Customer_201,customer_201@example.com,(555) 799-9653,935-75-6130,$1685.66
202,Customer_202,customer_202@example.com,(555) 981-1485,403-15-6096,$3136.36
203,Customer_203,customer_203@example.com,(555) 249-4710,260-59-2868,$3646.94
204,Customer_204,customer_204@example.com,(555) 644-7256,266-58-9912,$799.16
205,Customer_205,customer_205@example.com,(555) 172-7417,199-55-6964,$377.65
201,Customer_201,customer_2015@example.com,(555) 799-9653,935-75-6130,$1685.66
202,Customer_202,customer_2026@example.com,(555) 981-1485,403-15-6096,$3136.36
203,Customer_203,customer_2037@example.com,(555) 249-4710,260-59-2868,$3646.94
204,Customer_204,customer_2048@example.com,(555) 644-7256,266-58-9912,$799.16
205,Customer_205,customer_2059@example.com,(555) 172-7417,199-55-6964,$377.65
201,Customer_201,customer_20110@example.com,(555) 799-9653,935-75-6130,$1685.66
202,Customer_202,customer_20211@example.com,(555) 981-1485,403-15-6096,$3136.36
203,Customer_203,customer_20312@example.com,(555) 249-4710,260-59-2868,$3646.94
204,Customer_204,customer_20413@example.com,(555) 644-7256,266-58-9912,$799.16
205,Customer_205,customer_20514@example.com,(555) 172-7417,199-55-6964,$377.65
201,Customer_201,customer_20115@example.com,(555) 799-9653,935-75-6130,$1685.66
202,Customer_202,customer_20216@example.com,(555) 981-1485,403-15-6096,$3136.36
203,Customer_203,customer_20317@example.com,(555) 249-4710,260-59-2868,$3646.94
204,Customer_204,customer_20418@example.com,(555) 644-7256,266-58-9912,$799.16
205,Customer_205,customer_20519@example.com,(555) 172-7417,199-55-6964,$377.65
201,Customer_201,customer_20120@example.com,(555) 799-9653,935-75-6130,$1685.66
202,Customer_202,customer_20221@example.com,(555) 981-1485,403-15-6096,$3136.36
203,Customer_203,customer_20322@example.com,(555) 249-4710,260-59-2868,$3646.94
204,Customer_204,customer_20423@example.com,(555) 644-7256,266-58-9912,$799.16
205,Customer_205,customer_20524@example.com,(555) 172-7417,199-55-6964,$377.65
