ID,Name,Email,Phone,SSN,Transaction_Amount
901,Customer_901,customer_901@example.com,(555) 707-3458,277-73-3571,$4216.85
902,Customer_902,customer_902@example.com,(555) 166-1087,712-48-9059,$237.86
903,Customer_903,customer_903@example.com,(555) 588-1237,352-88-4511,$4798.27
904,Customer_904,customer_904@example.com,(555) 982-8612,573-63-7390,$3496.95
905,Customer_905,customer_905@example.com,(555) 391-4256,230-63-4086,$1259.42
901,Customer_901,customer_9015@example.com,(555) 707-3458,277-73-3571,$4216.85
902,Customer_902,customer_9026@example.com,(555) 166-1087,712-48-9059,$237.86
903,Customer_903,customer_9037@example.com,(555) 588-1237,352-88-4511,$4798.27
904,Customer_904,customer_9048@example.com,(555) 982-8612,573-63-7390,$3496.95
905,Customer_905,customer_9059@example.com,(555) 391-4256,230-63-4086,$1259.42
901,Customer_901,customer_90110@example.com,(555) 707-3458,277-73-3571,$4216.85
902,Customer_902,customer_90211@example.com,(555) 166-1087,712-48-9059,$237.86
903,Customer_903,customer_90312@example.com,(555) 588-1237,352-88-4511,$4798.27
904,Customer_904,customer_90413@example.com,(555) 982-8612,573-63-7390,$3496.95
905,Customer_905,customer_90514@example.com,(555) 391-4256,230-63-4086,$1259.42
901,Customer_901,customer_90115@example.com,(555) 707-3458,277-73-3571,$4216.85
902,Customer_902,customer_90216@example.com,(555) 166-1087,712-48-9059,$237.86
903,Customer_903,customer_90317@example.com,(555) 588-1237,352-88-4511,$4798.27
904,Customer_904,customer_90418@example.com,(555) 982-8612,573-63-7390,$3496.95
905,Customer_905,customer_90519@example.com,(555) 391-4256,230-63-4086,$1259.42
901,Customer_901,customer_90120@example.com,(555) 707-3458,277-73-3571,$4216.85
902,Customer_902,customer_90221@example.com,(555) 166-1087,712-48-9059,$237.86
903,Customer_903,customer_90322@example.com,(555) 588-1237,352-88-4511,$4798.27
904,Customer_904,customer_90423@example.com,(555) 982-8612,573-63-7390,$3496.95
905,Customer_905,customer_90524@example.com,(555) 391-4256,230-63-4086,$1259.42
901,Customer_901,customer_90125@example.com,(555) 707-3458,277-73-3571,$4216.85
902,Customer_902,customer_90226@example.com,(555) 166-1087,712-48-9059,$237.86
903,Customer_903,customer_90327@example.com,(555) 588-1237,352-88-4511,$4798.27
904,Customer_904,customer_90428@example.com,(555) 982-8612,573-63-7390,$3496.95
905,Customer_905,customer_90529@example.com,(555) 391-4256,230-63-4086,$1259.42
901,Customer_901,customer_90130@example.com,(555) 707-3458,277-73-3571,$4216.85
902,Customer_902,customer_90231@example.com,(555) 166-1087,712-48-9059,$237.86
903,Customer_903,customer_90332@example.com,(555) 588-1237,352-88-4511,$4798.27
904,Customer_904,customer_90433@example.com,(555) 982-8612,573-63-7390,$3496.95
905,Customer_905,customer_90534@example.com,(555) 391-4256,230-63-4086,$1259.42
901,Customer_901,customer_90135@example.com,(555) 707-3458,277-73-3571,$4216.85
902,Customer_902,customer_90236@example.com,(555) 166-1087,712-48-9059,$237.86
903,Customer_903,customer_90337@example.com,(555) 588-1237,352-88-4511,$4798.27
904,Customer_904,customer_90438@example.com,(555) 982-8612,573-63-7390,$3496.95
905,Customer_905,customer_90539@example.com,(555) 391-4256,230-63-4086,$1259.42
901,Customer_901,customer_90140@example.com,(555) 707-3458,277-73-3571,$4216.85
902,Customer_902,customer_90241@example.com,(555) 166-1087,712-48-9059,$237.86
903,Customer_903,customer_90342@example.com,(555) 588-1237,352-88-4511,$4798.27
904,Customer_904,customer_90443@example.com,(555) 982-8612,573-63-7390,$3496.95
905,Customer_905,customer_90544@example.com,(555) 391-4256,230-63-4086,$1259.42
901,Customer_901,customer_90145@example.com,(555) 707-3458,277-73-3571,$4216.85
902,Customer_902,customer_90246@example.com,(555) 166-1087,712-48-9059,$237.86
903,Customer_903,customer_90347@example.com,(555) 588-1237,352-88-4511,$4798.27
904,Customer_904,customer_90448@example.com,(555) 982-8612,573-63-7390,$3496.95
905,Customer_905,customer_90549@example.com,(555) 391-4256,230-63-4086,$1259.42
901,Customer_901,customer_90150@example.com,(555) 707-3458,277-73-3571,$4216.85
902,Customer_902,customer_90251@example.com,(555) 166-1087,712-48-9059,$237.86
903,Customer_903,customer_90352@example.com,(555) 588-1237,352-88-4511,$4798.27
904,Customer_904,customer_90453@example.com,(555) 982-8612,573-63-7390,$3496.95
905,Customer_905,customer_90554@example.com,(555) 391-4256,230-63-4086,$1259.42
901,Customer_901,customer_90155@example.com,(555) 707-3458,277-73-3571,$4216.85
902,Customer_902,customer_90256@example.com,(555) 166-1087,712-48-9059,$237.86
903,Customer_903,customer_90357@example.com,(555) 588-1237,352-88-4511,$4798.27
904,Customer_904,customer_90458@example.com,(555) 982-8612,573-63-7390,$3496.95
905,Customer_905,customer_90559@example.com,(555) 391-4256,230-63-4086,$1259.42
901,Customer_901,customer_90160@example.com,(555) 707-3458,277-73-3571,$4216.85
902,Customer_902,customer_90261@example.com,(555) 166-1087,712-48-9059,$237.86
903,Customer_903,customer_90362@example.com,(555) 588-1237,352-88-4511,$4798.27
904,Customer_904,customer_90463@example.com,(555) 982-8612,573-63-7390,$3496.95
905,Customer_905,customer_90564@example.com,(555) 391-4256,230-63-4086,$1259.42
901,Customer_901,customer_90165@example.com,(555) 707-3458,277-73-3571,$4216.85
902,Customer_902,customer_90266@example.com,(555) 166-1087,712-48-9059,$237.86
903,Customer_903,customer_90367@example.com,(555) 588-1237,352-88-4511,$4798.27
904,Customer_904,customer_90468@example.com,(555) 982-8612,573-63-7390,$3496.95
905,Customer_905,customer_90569@example.com,(555) 391-4256,230-63-4086,$1259.42
901,Customer_901,customer_90170@example.com,(555) 707-3458,277-73-3571,$4216.85
902,Customer_902,customer_90271@example.com,(555) 166-1087,712-48-9059,$237.86
903,Customer_903,customer_90372@example.com,(555) 588-1237,352-88-4511,$4798.27
904,Customer_904,customer_90473@example.com,(555) 982-8612,573-63-7390,$3496.95
905,Customer_905,customer_90574@example.com,(555) 391-4256,230-63-4086,$1259.42
901,Customer_901,customer_90175@example.com,(555) 707-3458,277-73-3571,$4216.85
902,Customer_902,customer_90276@example.com,(555) 166-1087,712-48-9059,$237.86
903,Customer_903,customer_90377@example.com,(555) 588-1237,352-88-4511,$4798.27
904,Customer_904,customer_90478@example.com,(555) 982-8612,573-63-7390,$3496.95
905,Customer_905,customer_90579@example.com,(555) 391-4256,230-63-4086,$1259.42
901,Customer_901,customer_90180@example.com,(555) 707-3458,277-73-3571,$4216.85
902,Customer_902,customer_90281@example.com,(555) 166-1087,712-48-9059,$237.86
903,Customer_903,customer_90382@example.com,(555) 588-1237,352-88-4511,$4798.27
904,Customer_904,customer_90483@example.com,(555) 982-8612,573-63-7390,$3496.95
905,Customer_905,customer_90584@example.com,(555) 391-4256,230-63-4086,$1259.42
901,Customer_901,customer_90185@example.com,(555) 707-3458,277-73-3571,$4216.85
902,Customer_902,customer_90286@example.com,(555) 166-1087,712-48-9059,$237.86
903,Customer_903,customer_90387@example.com,(555) 588-1237,352-88-4511,$4798.27
904,Customer_904,customer_90488@example.com,(555) 982-8612,573-63-7390,$3496.95
905,Customer_905,customer_90589@example.com,(555) 391-4256,230-63-4086,$1259.42
901,Customer_901,customer_90190@example.com,(555) 707-3458,277-73-3571,$4216.85
902,Customer_902,customer_90291@example.com,(555) 166-1087,712-48-9059,$237.86
903,Customer_903,customer_90392@example.com,(555) 588-1237,352-88-4511,$4798.27
904,Customer_904,customer_90493@example.com,(555) 982-8612,573-63-7390,$3496.95
905,Customer_905,customer_90594@example.com,(555) 391-4256,230-63-4086,$1259.42
901,Customer_901,customer_90195@example.com,(555) 707-3458,277-73-3571,$4216.85
902,Customer_902,customer_90296@example.com,(555) 166-1087,712-48-9059,$237.86
903,Customer_903,customer_90397@example.com,(555) 588-1237,352-88-4511,$4798.27
904,Customer_904,customer_90498@example.com,(555) 982-8612,573-63-7390,$3496.95
905,Customer_905,customer_90599@example.com,(555) 391-4256,230-63-4086,$1259.42
