ID,Name,Email,Phone,SSN,Transaction_Amount
401,Customer_401,customer_401@example.com,(555) 777-9315,966-26-8716,$3461.67
402,Customer_402,customer_402@example.com,(555) 429-3684,535-37-1379,$696.78
403,Customer_403,customer_403@example.com,(555) 728-5661,471-62-4222,$3022.7
404,Customer_404,customer_404@example.com,(555) 315-9981,416-36-3224,$2508.37
405,Customer_405,customer_405@example.com,(555) 459-8989,554-89-8551,$3246.09
401,Customer_401,customer_4015@example.com,(555) 777-9315,966-26-8716,$3461.67
402,Customer_402,customer_4026@example.com,(555) 429-3684,535-37-1379,$696.78
403,Customer_403,customer_4037@example.com,(555) 728-5661,471-62-4222,$3022.7
404,Customer_404,customer_4048@example.com,(555) 315-9981,416-36-3224,$2508.37
405,Customer_405,customer_4059@example.com,(555) 459-8989,554-89-8551,$3246.09
401,Customer_401,customer_40110@example.com,(555) 777-9315,966-26-8716,$3461.67
402,Customer_402,customer_40211@example.com,(555) 429-3684,535-37-1379,$696.78
403,Customer_403,customer_40312@example.com,(555) 728-5661,471-62-4222,$3022.7
404,Customer_404,customer_40413@example.com,(555) 315-9981,416-36-3224,$2508.37
405,Customer_405,customer_40514@example.com,(555) 459-8989,554-89-8551,$3246.09
401,Customer_401,customer_40115@example.com,(555) 777-9315,966-26-8716,$3461.67
402,Customer_402,customer_40216@example.com,(555) 429-3684,535-37-1379,$696.78
403,Customer_403,customer_40317@example.com,(555) 728-5661,471-62-4222,$3022.7
404,Customer_404,customer_40418@example.com,(555) 315-9981,416-36-3224,$2508.37
405,Customer_405,customer_40519@example.com,(555) 459-8989,554-89-8551,$3246.09
401,Customer_401,customer_40120@example.com,(555) 777-9315,966-26-8716,$3461.67
402,Customer_402,customer_40221@example.com,(555) 429-3684,535-37-1379,$696.78
403,Customer_403,customer_40322@example.com,(555) 728-5661,471-62-4222,$3022.7
404,Customer_404,customer_40423@example.com,(555) 315-9981,416-36-3224,$2508.37
405,Customer_405,customer_40524@example.com,(555) 459-8989,554-89-8551,$3246.09
401,Customer_401,customer_40125@example.com,(555) 777-9315,966-26-8716,$3461.67
402,Customer_402,customer_40226@example.com,(555) 429-3684,535-37-1379,$696.78
403,Customer_403,customer_40327@example.com,(555) 728-5661,471-62-4222,$3022.7
404,Customer_404,customer_40428@example.com,(555) 315-9981,416-36-3224,$2508.37
405,Customer_405,customer_40529@example.com,(555) 459-8989,554-89-8551,$3246.09
401,Customer_401,customer_40130@example.com,(555) 777-9315,966-26-8716,$3461.67
402,Customer_402,customer_40231@example.com,(555) 429-3684,535-37-1379,$696.78
403,Customer_403,customer_40332@example.com,(555) 728-5661,471-62-4222,$3022.7
404,Customer_404,customer_40433@example.com,(555) 315-9981,416-36-3224,$2508.37
405,Customer_405,customer_40534@example.com,(555) 459-8989,554-89-8551,$3246.09
401,Customer_401,customer_40135@example.com,(555) 777-9315,966-26-8716,$3461.67
402,Customer_402,customer_40236@example.com,(555) 429-3684,535-37-1379,$696.78
403,Customer_403,customer_40337@example.com,(555) 728-5661,471-62-4222,$3022.7
404,Customer_404,customer_40438@example.com,(555) 315-9981,416-36-3224,$2508.37
405,Customer_405,customer_40539@example.com,(555) 459-8989,554-89-8551,$3246.09
401,Customer_401,customer_40140@example.com,(555) 777-9315,966-26-8716,$3461.67
402,Customer_402,customer_40241@example.com,(555) 429-3684,535-37-1379,$696.78
403,Customer_403,customer_40342@example.com,(555) 728-5661,471-62-4222,$3022.7
404,Customer_404,customer_40443@example.com,(555) 315-9981,416-36-3224,$2508.37
405,Customer_405,customer_40544@example.com,(555) 459-8989,554-89-8551,$3246.09
401,Customer_401,customer_40145@example.com,(555) 777-9315,966-26-8716,$3461.67
402,Customer_402,customer_40246@example.com,(555) 429-3684,535-37-1379,$696.78
403,Customer_403,customer_40347@example.com,(555) 728-5661,471-62-4222,$3022.7
404,Customer_404,customer_40448@example.com,(555) 315-9981,416-36-3224,$2508.37
405,Customer_405,customer_40549@example.com,(555) 459-8989,554-89-8551,$3246.09
401,Customer_401,customer_40150@example.com,(555) 777-9315,966-26-8716,$3461.67
402,Customer_402,customer_40251@example.com,(555) 429-3684,535-37-1379,$696.78
