ID,Name,Email,Phone,SSN,Transaction_Amount
1,Customer_1,customer_1@example.com,(555) 726-5772,546-84-1172,$3404.03
2,Customer_2,customer_2@example.com,(555) 866-3872,898-11-9676,$4389.51
3,Customer_3,customer_3@example.com,(555) 585-8160,897-64-7617,$1935.73
4,Customer_4,customer_4@example.com,(555) 908-5820,279-72-7416,$1501.9
5,Customer_5,customer_5@example.com,(555) 152-4627,911-14-7053,$4875.25
1,Customer_1,customer_15@example.com,(555) 726-5772,546-84-1172,$3404.03
2,Customer_2,customer_26@example.com,(555) 866-3872,898-11-9676,$4389.51
3,Customer_3,customer_37@example.com,(555) 585-8160,897-64-7617,$1935.73
4,Customer_4,customer_48@example.com,(555) 908-5820,279-72-7416,$1501.9
5,Customer_5,customer_59@example.com,(555) 152-4627,911-14-7053,$4875.25
1,Customer_1,customer_110@example.com,(555) 726-5772,546-84-1172,$3404.03
2,Customer_2,customer_211@example.com,(555) 866-3872,898-11-9676,$4389.51
3,Customer_3,customer_312@example.com,(555) 585-8160,897-64-7617,$1935.73
4,Customer_4,customer_413@example.com,(555) 908-5820,279-72-7416,$1501.9
5,Customer_5,customer_514@example.com,(555) 152-4627,911-14-7053,$4875.25
1,Customer_1,customer_115@example.com,(555) 726-5772,546-84-1172,$3404.03
2,Customer_2,customer_216@example.com,(555) 866-3872,898-11-9676,$4389.51
3,Customer_3,customer_317@example.com,(555) 585-8160,897-64-7617,$1935.73
4,Customer_4,customer_418@example.com,(555) 908-5820,279-72-7416,$1501.9
5,Customer_5,customer_519@example.com,(555) 152-4627,911-14-7053,$4875.25
1,Customer_1,customer_120@example.com,(555) 726-5772,546-84-1172,$3404.03
2,Customer_2,customer_221@example.com,(555) 866-3872,898-11-9676,$4389.51
3,Customer_3,customer_322@example.com,(555) 585-8160,897-64-7617,$1935.73
4,Customer_4,customer_423@example.com,(555) 908-5820,279-72-7416,$1501.9
5,Customer_5,customer_524@example.com,(555) 152-4627,911-14-7053,$4875.25
1,Customer_1,customer_125@example.com,(555) 726-5772,546-84-1172,$3404.03
2,Customer_2,customer_226@example.com,(555) 866-3872,898-11-9676,$4389.51
3,Customer_3,customer_327@example.com,(555) 585-8160,897-64-7617,$1935.73
4,Customer_4,customer_428@example.com,(555) 908-5820,279-72-7416,$1501.9
5,Customer_5,customer_529@example.com,(555) 152-4627,911-14-7053,$4875.25
1,Customer_1,customer_130@example.com,(555) 726-5772,546-84-1172,$3404.03
2,Customer_2,customer_231@example.com,(555) 866-3872,898-11-9676,$4389.51
3,Customer_3,customer_332@example.com,(555) 585-8160,897-64-7617,$1935.73
4,Customer_4,customer_433@example.com,(555) 908-5820,279-72-7416,$1501.9
5,Customer_5,customer_534@example.com,(555) 152-4627,911-14-7053,$4875.25
1,Customer_1,customer_135@example.com,(555) 726-5772,546-84-1172,$3404.03
2,Customer_2,customer_236@example.com,(555) 866-3872,898-11-9676,$4389.51
3,Customer_3,customer_337@example.com,(555) 585-8160,897-64-7617,$1935.73
4,Customer_4,customer_438@example.com,(555) 908-5820,279-72-7416,$1501.9
5,Customer_5,customer_539@example.com,(555) 152-4627,911-14-7053,$4875.25
1,Customer_1,customer_140@example.com,(555) 726-5772,546-84-1172,$3404.03
2,Customer_2,customer_241@example.com,(555) 866-3872,898-11-9676,$4389.51
