ID,Name,Email,Phone,SSN,Transaction_Amount
801,Customer_801,customer_801@example.com,(555) 662-8920,950-74-3229,$4580.56
802,Customer_802,customer_802@example.com,(555) 224-4166,567-79-2525,$4969.54
803,Customer_803,customer_803@example.com,(555) 502-7126,880-62-7153,$315.99
804,Customer_804,customer_804@example.com,(555) 894-2839,491-16-5668,$4301.22
805,Customer_805,customer_805@example.com,(555) 454-9498,282-54-1444,$2571.81
801,Customer_801,customer_8015@example.com,(555) 662-8920,950-74-3229,$4580.56
802,Customer_802,customer_8026@example.com,(555) 224-4166,567-79-2525,$4969.54
803,Customer_803,customer_8037@example.com,(555) 502-7126,880-62-7153,$315.99
804,Customer_804,customer_8048@example.com,(555) 894-2839,491-16-5668,$4301.22
805,Customer_805,customer_8059@example.com,(555) 454-9498,282-54-1444,$2571.81
801,Customer_801,customer_80110@example.com,(555) 662-8920,950-74-3229,$4580.56
802,Customer_802,customer_80211@example.com,(555) 224-4166,567-79-2525,$4969.54
803,Customer_803,customer_80312@example.com,(555) 502-7126,880-62-7153,$315.99
804,Customer_804,customer_80413@example.com,(555) 894-2839,491-16-5668,$4301.22
805,Customer_805,customer_80514@example.com,(555) 454-9498,282-54-1444,$2571.81
801,Customer_801,customer_80115@example.com,(555) 662-8920,950-74-3229,$4580.56
802,Customer_802,customer_80216@example.com,(555) 224-4166,567-79-2525,$4969.54
803,Customer_803,customer_80317@example.com,(555) 502-7126,880-62-7153,$315.99
804,Customer_804,customer_80418@example.com,(555) 894-2839,491-16-5668,$4301.22
805,Customer_805,customer_80519@example.com,(555) 454-9498,282-54-1444,$2571.81
801,Customer_801,customer_80120@example.com,(555) 662-8920,950-74-3229,$4580.56
802,Customer_802,customer_80221@example.com,(555) 224-4166,567-79-2525,$4969.54
803,Customer_803,customer_80322@example.com,(555) 502-7126,880-62-7153,$315.99
804,Customer_804,customer_80423@example.com,(555) 894-2839,491-16-5668,$4301.22
805,Customer_805,customer_80524@example.com,(555) 454-9498,282-54-1444,$2571.81
801,Customer_801,customer_80125@example.com,(555) 662-8920,950-74-3229,$4580.56
802,Customer_802,customer_80226@example.com,(555) 224-4166,567-79-2525,$4969.54
803,Customer_803,customer_80327@example.com,(555) 502-7126,880-62-7153,$315.99
804,Customer_804,customer_80428@example.com,(555) 894-2839,491-16-5668,$4301.22
805,Customer_805,customer_80529@example.com,(555) 454-9498,282-54-1444,$2571.81
801,Customer_801,customer_80130@example.com,(555) 662-8920,950-74-3229,$4580.56
802,Customer_802,customer_80231@example.com,(555) 224-4166,567-79-2525,$4969.54
803,Customer_803,customer_80332@example.com,(555) 502-7126,880-62-7153,$315.99
804,Customer_804,customer_80433@example.com,(555) 894-2839,491-16-5668,$4301.22
805,Customer_805,customer_80534@example.com,(555) 454-9498,282-54-1444,$2571.81
801,Customer_801,customer_80135@example.com,(555) 662-8920,950-74-3229,$4580.56
802,Customer_802,customer_80236@example.com,(555) 224-4166,567-79-2525,$4969.54
803,Customer_803,customer_80337@example.com,(555) 502-7126,880-62-7153,$315.99
804,Customer_804,customer_80438@example.com,(555) 894-2839,491-16-5668,$4301.22
805,Customer_805,customer_80539@example.com,(555) 454-9498,282-54-1444,$2571.81
801,Customer_801,customer_80140@example.com,(555) 662-8920,950-74-3229,$4580.56
802,Customer_802,customer_80241@example.com,(555) 224-4166,567-79-2525,$4969.54
803,Customer_803,customer_80342@example.com,(555) 502-7126,880-62-7153,$315.99
804,Customer_804,customer_80443@example.com,(555) 894-2839,491-16-5668,$4301.22
805,Customer_805,customer_80544@example.com,(555) 454-9498,282-54-1444,$2571.81
801,Customer_801,customer_80145@example.com,(555) 662-8920,950-74-3229,$4580.56
802,Customer_802,customer_80246@example.com,(555) 224-4166,567-79-2525,$4969.54
803,Customer_803,customer_80347@example.com,(555) 502-7126,880-62-7153,$315.99
804,Customer_804,customer_80448@example.com,(555) 894-2839,491-16-5668,$4301.22
805,Customer_805,customer_80549@example.com,(555) 454-9498,282-54-1444,$2571.81
801,Customer_801,customer_80150@example.com,(555) 662-8920,950-74-3229,$4580.56
802,Customer_802,customer_80251@example.com,(555) 224-4166,567-79-2525,$4969.54
803,Customer_803,customer_80352@example.com,(555) 502-7126,880-62-7153,$315.99
804,Customer_804,customer_80453@example.com,(555) 894-2839,491-16-5668,$4301.22
805,Customer_805,customer_80554@example.com,(555) 454-9498,282-54-1444,$2571.81
801,Customer_801,customer_80155@example.com,(555) 662-8920,950-74-3229,$4580.56
802,Customer_802,customer_80256@example.com,(555) 224-4166,567-79-2525,$4969.54
803,Customer_803,customer_80357@example.com,(555) 502-7126,880-62-7153,$315.99
804,Customer_804,customer_80458@example.com,(555) 894-2839,491-16-5668,$4301.22
805,Customer_805,customer_80559@example.com,(555) 454-9498,282-54-1444,$2571.81
801,Customer_801,customer_80160@example.com,(555) 662-8920,950-74-3229,$4580.56
802,Customer_802,customer_80261@example.com,(555) 224-4166,567-79-2525,$4969.54
803,Customer_803,customer_80362@example.com,(555) 502-7126,880-62-7153,$315.99
804,Customer_804,customer_80463@example.com,(555) 894-2839,491-16-5668,$4301.22
805,Customer_805,customer_80564@example.com,(555) 454-9498,282-54-1444,$2571.81
801,Customer_801,customer_80165@example.com,(555) 662-8920,950-74-3229,$4580.56
802,Customer_802,customer_80266@example.com,(555) 224-4166,567-79-2525,$4969.54
803,Customer_803,customer_80367@example.com,(555) 502-7126,880-62-7153,$315.99
804,Customer_804,customer_80468@example.com,(555) 894-2839,491-16-5668,$4301.22
805,Customer_805,customer_80569@example.com,(555) 454-9498,282-54-1444,$2571.81
801,Customer_801,customer_80170@example.com,(555) 662-8920,950-74-3229,$4580.56
802,Customer_802,customer_80271@example.com,(555) 224-4166,567-79-2525,$4969.54
803,Customer_803,customer_80372@example.com,(555) 502-7126,880-62-7153,$315.99
804,Customer_804,customer_80473@example.com,(555) 894-2839,491-16-5668,$4301.22
805,Customer_805,customer_80574@example.com,(555) 454-9498,282-54-1444,$2571.81
801,Customer_801,customer_80175@example.com,(555) 662-8920,950-74-3229,$4580.56
802,Customer_802,customer_80276@example.com,(555) 224-4166,567-79-2525,$4969.54
803,Customer_803,customer_80377@example.com,(555) 502-7126,880-62-7153,$315.99
804,Customer_804,customer_80478@example.com,(555) 894-2839,491-16-5668,$4301.22
805,Customer_805,customer_80579@example.com,(555) 454-9498,282-54-1444,$2571.81
801,Customer_801,customer_80180@example.com,(555) 662-8920,950-74-3229,$4580.56
802,Customer_802,customer_80281@example.com,(555) 224-4166,567-79-2525,$4969.54
803,Customer_803,customer_80382@example.com,(555) 502-7126,880-62-7153,$315.99
804,Customer_804,customer_80483@example.com,(555) 894-2839,491-16-5668,$4301.22
805,Customer_805,customer_80584@example.com,(555) 454-9498,282-54-1444,$2571.81
801,Customer_801,customer_80185@example.com,(555) 662-8920,950-74-3229,$4580.56
802,Customer_802,customer_80286@example.com,(555) 224-4166,567-79-2525,$4969.54
803,Customer_803,customer_80387@example.com,(555) 502-7126,880-62-7153,$315.99
804,Customer_804,customer_80488@example.com,(555) 894-2839,491-16-5668,$4301.22
805,Customer_805,customer_80589@example.com,(555) 454-9498,282-54-1444,$2571.81
801,Customer_801,customer_80190@example.com,(555) 662-8920,950-74-3229,$4580.56
802,Customer_802,customer_80291@example.com,(555) 224-4166,567-79-2525,$4969.54
803,Customer_803,customer_80392@example.com,(555) 502-7126,880-62-7153,$315.99
804,Customer_804,customer_80493@example.com,(555) 894-2839,491-16-5668,$4301.22
805,Customer_805,customer_80594@example.com,(555) 454-9498,282-54-1444,$2571.81
801,Customer_801,customer_80195@example.com,(555) 662-8920,950-74-3229,$4580.56
802,Customer_802,customer_80296@example.com,(555) 224-4166,567-79-2525,$4969.54
803,Customer_803,customer_80397@example.com,(555) 502-7126,880-62-7153,$315.99
804,Customer_804,customer_80498@example.com,(555) 894-2839,491-16-5668,$4301.22
805,Customer_805,customer_80599@example.com,(555) 454-9498,282-54-1444,$2571.81
