ID,Name,Email,Phone,SSN,Transaction_Amount
501,Customer_501,customer_501@example.com,(555) 884-8097,217-97-1606,$2744.19
502,Customer_502,customer_502@example.com,(555) 394-1679,807-84-2324,$1769.49
503,Customer_503,customer_503@example.com,(555) 234-8447,802-45-6429,$1732.17
504,Customer_504,customer_504@example.com,(555) 634-9655,239-51-7858,$2051.3
505,Customer_505,customer_505@example.com,(555) 626-3080,785-77-4122,$2301.05
501,Customer_501,customer_5015@example.com,(555) 884-8097,217-97-1606,$2744.19
502,Customer_502,customer_5026@example.com,(555) 394-1679,807-84-2324,$1769.49
503,Customer_503,customer_5037@example.com,(555) 234-8447,802-45-6429,$1732.17
504,Customer_504,customer_5048@example.com,(555) 634-9655,239-51-7858,$2051.3
505,Customer_505,customer_5059@example.com,(555) 626-3080,785-77-4122,$2301.05
501,Customer_501,customer_50110@example.com,(555) 884-8097,217-97-1606,$2744.19
502,Customer_502,customer_50211@example.com,(555) 394-1679,807-84-2324,$1769.49
503,Customer_503,customer_50312@example.com,(555) 234-8447,802-45-6429,$1732.17
504,Customer_504,customer_50413@example.com,(555) 634-9655,239-51-7858,$2051.3
505,Customer_505,customer_50514@example.com,(555) 626-3080,785-77-4122,$2301.05
501,Customer_501,customer_50115@example.com,(555) 884-8097,217-97-1606,$2744.19
502,Customer_502,customer_50216@example.com,(555) 394-1679,807-84-2324,$1769.49
503,Customer_503,customer_50317@example.com,(555) 234-8447,802-45-6429,$1732.17
504,Customer_504,customer_50418@example.com,(555) 634-9655,239-51-7858,$2051.3
505,Customer_505,customer_50519@example.com,(555) 626-3080,785-77-4122,$2301.05
501,Customer_501,customer_50120@example.com,(555) 884-8097,217-97-1606,$2744.19
502,Customer_502,customer_50221@example.com,(555) 394-1679,807-84-2324,$1769.49
503,Customer_503,customer_50322@example.com,(555) 234-8447,802-45-6429,$1732.17
504,Customer_504,customer_50423@example.com,(555) 634-9655,239-51-7858,$2051.3
505,Customer_505,customer_50524@example.com,(555) 626-3080,785-77-4122,$2301.05
501,Customer_501,customer_50125@example.com,(555) 884-8097,217-97-1606,$2744.19
502,Customer_502,customer_50226@example.com,(555) 394-1679,807-84-2324,$1769.49
503,Customer_503,customer_50327@example.com,(555) 234-8447,802-45-6429,$1732.17
504,Customer_504,customer_50428@example.com,(555) 634-9655,239-51-7858,$2051.3
505,Customer_505,customer_50529@example.com,(555) 626-3080,785-77-4122,$2301.05
501,Customer_501,customer_50130@example.com,(555) 884-8097,217-97-1606,$2744.19
502,Customer_502,customer_50231@example.com,(555) 394-1679,807-84-2324,$1769.49
503,Customer_503,customer_50332@example.com,(555) 234-8447,802-45-6429,$1732.17
504,Customer_504,customer_50433@example.com,(555) 634-9655,239-51-7858,$2051.3
505,Customer_505,customer_50534@example.com,(555) 626-3080,785-77-4122,$2301.05
501,Customer_501,customer_50135@example.com,(555) 884-8097,217-97-1606,$2744.19
502,Customer_502,customer_50236@example.com,(555) 394-1679,807-84-2324,$1769.49
503,Customer_503,customer_50337@example.com,(555) 234-8447,802-45-6429,$1732.17
504,Customer_504,customer_50438@example.com,(555) 634-9655,239-51-7858,$2051.3
505,Customer_505,customer_50539@example.com,(555) 626-3080,785-77-4122,$2301.05
501,Customer_501,customer_50140@example.com,(555) 884-8097,217-97-1606,$2744.19
