ID,Name,Email,Phone,SSN,Transaction_Amount
301,Customer_301,customer_301@example.com,(555) 556-9730,997-30-1628,$597.15
302,Customer_302,customer_302@example.com,(555) 673-7737,569-36-1155,$3144.24
303,Customer_303,customer_303@example.com,(555) 808-2168,522-19-6061,$3385.48
304,Customer_304,customer_304@example.com,(555) 591-4460,551-10-7318,$4509.31
305,Customer_305,customer_305@example.com,(555) 380-3056,829-51-6925,$3119.7
301,Customer_301,customer_3015@example.com,(555) 556-9730,997-30-1628,$597.15
302,Customer_302,customer_3026@example.com,(555) 673-7737,569-36-1155,$3144.24
303,Customer_303,customer_3037@example.com,(555) 808-2168,522-19-6061,$3385.48
304,Customer_304,customer_3048@example.com,(555) 591-4460,551-10-7318,$4509.31
305,Customer_305,customer_3059@example.com,(555) 380-3056,829-51-6925,$3119.7
301,Customer_301,customer_30110@example.com,(555) 556-9730,997-30-1628,$597.15
302,Customer_302,customer_30211@example.com,(555) 673-7737,569-36-1155,$3144.24
303,Customer_303,customer_30312@example.com,(555) 808-2168,522-19-6061,$3385.48
304,Customer_304,customer_30413@example.com,(555) 591-4460,551-10-7318,$4509.31
305,Customer_305,customer_30514@example.com,(555) 380-3056,829-51-6925,$3119.7
301,Customer_301,customer_30115@example.com,(555) 556-9730,997-30-1628,$597.15
302,Customer_302,customer_30216@example.com,(555) 673-7737,569-36-1155,$3144.24
303,Customer_303,customer_30317@example.com,(555) 808-2168,522-19-6061,$3385.48
304,Customer_304,customer_30418@example.com,(555) 591-4460,551-10-7318,$4509.31
305,Customer_305,customer_30519@example.com,(555) 380-3056,829-51-6925,$3119.7
301,Customer_301,customer_30120@example.com,(555) 556-9730,997-30-1628,$597.15
302,Customer_302,customer_30221@example.com,(555) 673-7737,569-36-1155,$3144.24
303,Customer_303,customer_30322@example.com,(555) 808-2168,522-19-6061,$3385.48
304,Customer_304,customer_30423@example.com,(555) 591-4460,551-10-7318,$4509.31
305,Customer_305,customer_30524@example.com,(555) 380-3056,829-51-6925,$3119.7
301,Customer_301,customer_30125@example.com,(555) 556-9730,997-30-1628,$597.15
302,Customer_302,customer_30226@example.com,(555) 673-7737,569-36-1155,$3144.24
303,Customer_303,customer_30327@example.com,(555) 808-2168,522-19-6061,$3385.48
304,Customer_304,customer_30428@example.com,(555) 591-4460,551-10-7318,$4509.31
305,Customer_305,customer_30529@example.com,(555) 380-3056,829-51-6925,$3119.7
301,Customer_301,customer_30130@example.com,(555) 556-9730,997-30-1628,$597.15
302,Customer_302,customer_30231@example.com,(555) 673-7737,569-36-1155,$3144.24
303,Customer_303,customer_30332@example.com,(555) 808-2168,522-19-6061,$3385.48
304,Customer_304,customer_30433@example.com,(555) 591-4460,551-10-7318,$4509.31
305,Customer_305,customer_30534@example.com,(555) 380-3056,829-51-6925,$3119.7
