ID,Name,Email,Phone,SSN,Transaction_Amount
101,Customer_101,customer_101@example.com,(555) 307-1580,512-79-5201,$4093.38
102,Customer_102,customer_102@example.com,(555) 432-6110,770-22-6095,$2208.18
103,Customer_103,customer_103@example.com,(555) 741-6013,419-61-3508,$2204.91
104,Customer_104,customer_104@example.com,(555) 989-5848,607-23-8691,$164.24
105,Customer_105,customer_105@example.com,(555) 791-7684,593-72-3128,$44.05
101,Customer_101,customer_1015@example.com,(555) 307-1580,512-79-5201,$4093.38
102,Customer_102,customer_1026@example.com,(555) 432-6110,770-22-6095,$2208.18
103,Customer_103,customer_1037@example.com,(555) 741-6013,419-61-3508,$2204.91
104,Customer_104,customer_1048@example.com,(555) 989-5848,607-23-8691,$164.24
105,Customer_105,customer_1059@example.com,(555) 791-7684,593-72-3128,$44.05
101,Customer_101,customer_10110@example.com,(555) 307-1580,512-79-5201,$4093.38
102,Customer_102,customer_10211@example.com,(555) 432-6110,770-22-6095,$2208.18
103,Customer_103,customer_10312@example.com,(555) 741-6013,419-61-3508,$2204.91
104,Customer_104,customer_10413@example.com,(555) 989-5848,607-23-8691,$164.24
105,Customer_105,customer_10514@example.com,(555) 791-7684,593-72-3128,$44.05
101,Customer_101,customer_10115@example.com,(555) 307-1580,512-79-5201,$4093.38
102,Customer_102,customer_10216@example.com,(555) 432-6110,770-22-6095,$2208.18
103,Customer_103,customer_10317@example.com,(555) 741-6013,419-61-3508,$2204.91
104,Customer_104,customer_10418@example.com,(555) 989-5848,607-23-8691,$164.24
105,Customer_105,customer_10519@example.com,(555) 791-7684,593-72-3128,$44.05
101,Customer_101,customer_10120@example.com,(555) 307-1580,512-79-5201,$4093.38
102,Customer_102,customer_10221@example.com,(555) 432-6110,770-22-6095,$2208.18
103,Customer_103,customer_10322@example.com,(555) 741-6013,419-61-3508,$2204.91
104,Customer_104,customer_10423@example.com,(555) 989-5848,607-23-8691,$164.24
105,Customer_105,customer_10524@example.com,(555) 791-7684,593-72-3128,$44.05
101,Customer_101,customer_10125@example.com,(555) 307-1580,512-79-5201,$4093.38
102,Customer_102,customer_10226@example.com,(555) 432-6110,770-22-6095,$2208.18
103,Customer_103,customer_10327@example.com,(555) 741-6013,419-61-3508,$2204.91
104,Customer_104,customer_10428@example.com,(555) 989-5848,607-23-8691,$164.24
105,Customer_105,customer_10529@example.com,(555) 791-7684,593-72-3128,$44.05
101,Customer_101,customer_10130@example.com,(555) 307-1580,512-79-5201,$4093.38
102,Customer_102,customer_10231@example.com,(555) 432-6110,770-22-6095,$2208.18
103,Customer_103,customer_10332@example.com,(555) 741-6013,419-61-3508,$2204.91
104,Customer_104,customer_10433@example.com,(555) 989-5848,607-23-8691,$164.24
105,Customer_105,customer_10534@example.com,(555) 791-7684,593-72-3128,$44.05
101,Customer_101,customer_10135@example.com,(555) 307-1580,512-79-5201,$4093.38
102,Customer_102,customer_10236@example.com,(555) 432-6110,770-22-6095,$2208.18
103,Customer_103,customer_10337@example.com,(555) 741-6013,419-61-3508,$2204.91
104,Customer_104,customer_10438@example.com,(555) 989-5848,607-23-8691,$164.24
105,Customer_105,customer_10539@example.com,(555) 791-7684,593-72-3128,$44.05
101,Customer_101,customer_10140@example.com,(555) 307-1580,512-79-5201,$4093.38
102,Customer_102,customer_10241@example.com,(555) 432-6110,770-22-6095,$2208.18
103,Customer_103,customer_10342@example.com,(555) 741-6013,419-61-3508,$2204.91
104,Customer_104,customer_10443@example.com,(555) 989-5848,607-23-8691,$164.24
105,Customer_105,customer_10544@example.com,(555) 791-7684,593-72-3128,$44.05
101,Customer_101,customer_10145@example.com,(555) 307-1580,512-79-5201,$4093.38
102,Customer_102,customer_10246@example.com,(555) 432-6110,770-22-6095,$2208.18
103,Customer_103,customer_10347@example.com,(555) 741-6013,419-61-3508,$2204.91
104,Customer_104,customer_10448@example.com,(555) 989-5848,607-23-8691,$164.24
105,Customer_105,customer_10549@example.com,(555) 791-7684,593-72-3128,$44.05
101,Customer_101,customer_10150@example.com,(555) 307-1580,512-79-5201,$4093.38
102,Customer_102,customer_10251@example.com,(555) 432-6110,770-22-6095,$2208.18
103,Customer_103,customer_10352@example.com,(555) 741-6013,419-61-3508,$2204.91
104,Customer_104,customer_10453@example.com,(555) 989-5848,607-23-8691,$164.24
105,Customer_105,customer_10554@example.com,(555) 791-7684,593-72-3128,$44.05
101,Customer_101,customer_10155@example.com,(555) 307-1580,512-79-5201,$4093.38
102,Customer_102,customer_10256@example.com,(555) 432-6110,770-22-6095,$2208.18
103,Customer_103,customer_10357@example.com,(555) 741-6013,419-61-3508,$2204.91
104,Customer_104,customer_10458@example.com,(555) 989-5848,607-23-8691,$164.24
105,Customer_105,customer_10559@example.com,(555) 791-7684,593-72-3128,$44.05
101,Customer_101,customer_10160@example.com,(555) 307-1580,512-79-5201,$4093.38
102,Customer_102,customer_10261@example.com,(555) 432-6110,770-22-6095,$2208.18
103,Customer_103,customer_10362@example.com,(555) 741-6013,419-61-3508,$2204.91
104,Customer_104,customer_10463@example.com,(555) 989-5848,607-23-8691,$164.24
105,Customer_105,customer_10564@example.com,(555) 791-7684,593-72-3128,$44.05
101,Customer_101,customer_10165@example.com,(555) 307-1580,512-79-5201,$4093.38
102,Customer_102,customer_10266@example.com,(555) 432-6110,770-22-6095,$2208.18
103,Customer_103,customer_10367@example.com,(555) 741-6013,419-61-3508,$2204.91
104,Customer_104,customer_10468@example.com,(555) 989-5848,607-23-8691,$164.24
105,Customer_105,customer_10569@example.com,(555) 791-7684,593-72-3128,$44.05
101,Customer_101,customer_10170@example.com,(555) 307-1580,512-79-5201,$4093.38
102,Customer_102,customer_10271@example.com,(555) 432-6110,770-22-6095,$2208.18
103,Customer_103,customer_10372@example.com,(555) 741-6013,419-61-3508,$2204.91
104,Customer_104,customer_10473@example.com,(555) 989-5848,607-23-8691,$164.24
105,Customer_105,customer_10574@example.com,(555) 791-7684,593-72-3128,$44.05
101,Customer_101,customer_10175@example.com,(555) 307-1580,512-79-5201,$4093.38
102,Customer_102,customer_10276@example.com,(555) 432-6110,770-22-6095,$2208.18
103,Customer_103,customer_10377@example.com,(555) 741-6013,419-61-3508,$2204.91
104,Customer_104,customer_10478@example.com,(555) 989-5848,607-23-8691,$164.24
105,Customer_105,customer_10579@example.com,(555) 791-7684,593-72-3128,$44.05
101,Customer_101,customer_10180@example.com,(555) 307-1580,512-79-5201,$4093.38
102,Customer_102,customer_10281@example.com,(555) 432-6110,770-22-6095,$2208.18
103,Customer_103,customer_10382@example.com,(555) 741-6013,419-61-3508,$2204.91
104,Customer_104,customer_10483@example.com,(555) 989-5848,607-23-8691,$164.24
