ID,Name,Email,Phone,SSN,Transaction_Amount
601,Customer_601,customer_601@example.com,(555) 542-1937,849-53-3046,$3826.5
602,Customer_602,customer_602@example.com,(555) 895-1857,918-10-4203,$2380.31
603,Customer_603,customer_603@example.com,(555) 585-5702,413-69-8312,$4934.6
604,Customer_604,customer_604@example.com,(555) 559-5756,500-55-2841,$4137.98
605,Customer_605,customer_605@example.com,(555) 848-1469,397-18-2384,$4800.35
601,Customer_601,customer_6015@example.com,(555) 542-1937,849-53-3046,$3826.5
602,Customer_602,customer_6026@example.com,(555) 895-1857,918-10-4203,$2380.31
603,Customer_603,customer_6037@example.com,(555) 585-5702,413-69-8312,$4934.6
604,Customer_604,customer_6048@example.com,(555) 559-5756,500-55-2841,$4137.98
605,Customer_605,customer_6059@example.com,(555) 848-1469,397-18-2384,$4800.35
601,Customer_601,customer_60110@example.com,(555) 542-1937,849-53-3046,$3826.5
602,Customer_602,customer_60211@example.com,(555) 895-1857,918-10-4203,$2380.31
603,Customer_603,customer_60312@example.com,(555) 585-5702,413-69-8312,$4934.6
604,Customer_604,customer_60413@example.com,(555) 559-5756,500-55-2841,$4137.98
605,Customer_605,customer_60514@example.com,(555) 848-1469,397-18-2384,$4800.35
601,Customer_601,customer_60115@example.com,(555) 542-1937,849-53-3046,$3826.5
602,Customer_602,customer_60216@example.com,(555) 895-1857,918-10-4203,$2380.31
603,Customer_603,customer_60317@example.com,(555) 585-5702,413-69-8312,$4934.6
604,Customer_604,customer_60418@example.com,(555) 559-5756,500-55-2841,$4137.98
605,Customer_605,customer_60519@example.com,(555) 848-1469,397-18-2384,$4800.35
601,Customer_601,customer_60120@example.com,(555) 542-1937,849-53-3046,$3826.5
602,Customer_602,customer_60221@example.com,(555) 895-1857,918-10-4203,$2380.31
603,Customer_603,customer_60322@example.com,(555) 585-5702,413-69-8312,$4934.6
604,Customer_604,customer_60423@example.com,(555) 559-5756,500-55-2841,$4137.98
605,Customer_605,customer_60524@example.com,(555) 848-1469,397-18-2384,$4800.35
601,Customer_601,customer_60125@example.com,(555) 542-1937,849-53-3046,$3826.5
602,Customer_602,customer_60226@example.com,(555) 895-1857,918-10-4203,$2380.31
603,Customer_603,customer_60327@example.com,(555) 585-5702,413-69-8312,$4934.6
604,Customer_604,customer_60428@example.com,(555) 559-5756,500-55-2841,$4137.98
605,Customer_605,customer_60529@example.com,(555) 848-1469,397-18-2384,$4800.35
601,Customer_601,customer_60130@example.com,(555) 542-1937,849-53-3046,$3826.5
602,Customer_602,customer_60231@example.com,(555) 895-1857,918-10-4203,$2380.31
